LEMMA	FREQ
أحد	4
أخرى	4
ٱبن	4
ٱحتاج	4
إهانة	4
بدا	4
بداية	4
بين	4
تجربة	4
تحدث	4
تحقيق	4
تخيل	4
ترك	4
ثم	4
جد	4
جرب	4
حاجة	4
حق	4
حقيقي	4
حكم	4
خاص	4
زيري	4
سعدي	4
سهل	4
سوداوات	4
صبح	4
طريق	4
طريقة	4
عادي	4
عرب	4
قام	4
قضاء	4
كبير	4
كلا	4
كلام	4
كما	4
لينا	4
مجال	4
محمد	4
مختلف	4
مشكلة	4
معرفة	4
معها	4
نسبة	4
وجود	4
وسيلة	4
وصمة	4
آبد	3
أخذ	3
أسس	3
أفريقي	3
أقل	3
ٱزداد	3
ٱستخدم	3
ٱعتداء	3
ٱعتقد	3
الله	3
برلمان	3
بلد	3
بيرا	3
بينما	3
تجاه	3
تجاهل	3
تعلق	3
تقدم	3
تم	3
تمنى	3
جاب	3
جزل	3
جنوب	3
حالي	3
حاول	3
حجم	3
حين	3
دولة	3
دينار	3
رأي	3
رحلة	3
زمن	3
زي	3
سجل	3
سعيد	3
سمع	3
شاء	3
شخصي	3
شهر	3
صفاقس	3
طلب	3
طلق	3
عاد	3
عار	3
عاصمة	3
عانى	3
عنى	3
قاد	3
قعبوط	3
كأن	3
كافة	3
كي	3
ماذا	3
مارس	3
مجلة	3
مدير	3
مدينة	3
مساعدة	3
مساواة	3
مستحيل	3
مستمر	3
مشغل	3
مصمم	3
مطالب	3
معظم	3
مكانة	3
ملك	3
ممكن	3
منزل	3
منصة	3
منيمتي	3
موجود	3
موظف	3
موقف	3
نادم	3
نحو	3
نساء	3
واجه	3
واحد	3
وجه	3
يا	3
آخذ	2
آنذاك	2
آهل	2
أجرة	2
أحمر	2
أساس	2
أصاب	2
أصفر	2
أصلة	2
ألا	2
أم	2
أمل	2
ٱبتسام	2
ٱرتداء	2
ٱستطاعة	2
ٱستمر	2
ٱستمع	2
ٱستناد	2
ٱعتبر	2
ٱفترض	2
ٱكتشف	2
ٱنتاب	2
ٱنتظر	2
ٱنتهى	2
ٱنطلق	2
إثبات	2
إحساس	2
إرهاق	2
إسعاف	2
اخبرت	2
امرؤ	2
برتقالي	2
بركة	2
بسمة	2
بقي	2
بلحسن	2
بياض	2
تأثير	2
تأكيد	2
تالي	2
تحدي	2
تحسين	2
تحقق	2
تراوح	2
تربى	2
تشريع	2
تشكيلي	2
تضمن	2
تطور	2
تعلم	2
تعليق	2
تعيين	2
تفكير	2
تلفزيوني	2
تمام	2
تمكن	2
تناسق	2
تنفيذ	2
تهميش	2
ثقة	2
جاء	2
جلب	2
حجز	2
حسب	2
حصل	2
حظي	2
حلقة	2
حماية	2
حمى	2
خبر	2
خروج	2
خطبة	2
خليج	2
دخل	2
دلالة	2
ذات	2
ذهب	2
ردع	2
رغم	2
رفع	2
زميل	2
سأل	2
سامح	2
سجن	2
سرعة	2
سعودي	2
سكان	2
سلم	2
سهولة	2
سيد	2
شاهد	2
صاحب	2
صال	2
صعب	2
صفحة	2
صم	2
ضحية	2
طرد	2
ظن	2
عبء	2
عبارة	2
عبر	2
عبودي	2
عروض	2
عشرة	2
عضو	2
عقدة	2
علاقة	2
علم	2
غادر	2
غرامة	2
غسل	2
غفران	2
غير	2
فضل	2
فقد	2
فن	2
فهم	2
فيديو	2
فيسبوك	2
قانوني	2
قرر	2
كبر	2
كرامة	2
كسيكسي	2
كلأ	2
كلور	2
كم	2
كيلومتر	2
لعب	2
لفظ	2
لمس	2
ليدو	2
مادة	2
مالك	2
مالي	2
متزوج	2
متوجه	2
مثالي	2
مجموعة	2
محلي	2
مختلط	2
مر	2
مرأة	2
مرحبا	2
مزاح	2
مشاعر	2
مصباح	2
مضيف	2
معالجة	2
معلم	2
معه	2
معيار	2
مفضل	2
مقابلة	2
مكافحة	2
ملائم	2
ملامح	2
منح	2
منصور	2
منظمة	2
مهين	2
موقع	2
ناجح	2
ناشط	2
نشر	2
نشيط	2
نفسي	2
نهاية	2
هائل	2
هاتف	2
هامش	2
هند	2
هوية	2
واقع	2
وثيقة	2
وجد	2
وظيفة	2
وفق	2
يمن	2
_	1
آثر	1
آزر	1
آلان	1
آلف	1
آلم	1
آمن	1
آيا	1
أب	1
أبرز	1
أبشع	1
أتاح	1
أثر	1
أجاب	1
أحس	1
أخير	1
أدان	1
أدى	1
أريحية	1
أستاذ	1
أشد	1
أشقر	1
أصر	1
أصغر	1
أصلي	1
أطلق	1
أطول	1
أعزب	1
أعطى	1
أقصى	1
أقلق	1
أقلمة	1
أكبر	1
ألد	1
أليس	1
أمارة	1
أمسك	1
أمض	1
أمن	1
أمير	1
أهم	1
أهمل	1
أهيف	1
أوائل	1
أوج	1
أوقف	1
أولائك	1
ٱبتدائي	1
ٱبتعاد	1
ٱتخذ	1
ٱتصال	1
ٱتضح	1
ٱتفاق	1
ٱحتجاج	1
ٱحتفاء	1
ٱحتفى	1
ٱحتقر	1
ٱختراع	1
ٱختلاف	1
ٱختلف	1
ٱدعاء	1
ٱرتكاب	1
ٱرتكب	1
ٱرتياح	1
ٱستحال	1
ٱستخدام	1
ٱستسلم	1
ٱستعادة	1
ٱستقرار	1
ٱستقل	1
ٱشتكى	1
ٱعتبار	1
ٱعتذر	1
ٱعترف	1
ٱعتمد	1
ٱقتصر	1
ٱمتلك	1
ٱنتفاضة	1
ٱنتقى	1
ٱندهش	1
ٱنقسام	1
إبلاغ	1
إدارة	1
إدانة	1
إذ	1
إذن	1
إرادي	1
إزالة	1
إشارة	1
إصرار	1
إطار	1
إلا	1
إلكتروني	1
إلهي	1
إما	1
إمكانات	1
إنجاب	1
إنجاح	1
إنجاز	1
إنكار	1
اثنتين	1
احلموا	1
ادينت	1
اسمحوا	1
امونه	1
اينما	1
باء	1
بائع	1
بالغ	1
بت	1
بد	1
بدء	1
بدني	1
بذيء	1
بشر	1
بشع	1
بضع	1
بعض	1
بقية	1
بلغ	1
بليستيشن	1
بن	1
بيت	1
بيضاوات	1
بيع	1
بينوس	1
تألي	1
تابع	1
تام	1
تبين	1
تترافعي	1
تجارة	1
تجاوز	1
تجلى	1
تجول	1
تحرر	1
تحرك	1
تحرير	1
تحطم	1
تحمل	1
تخصص	1
تخطى	1
تخيلي	1
تدعي	1
تدوين	1
تذكر	1
تذكير	1
ترسب	1
تركة	1
تزيين	1
تساؤل	1
تسجيل	1
تسعين	1
تسقط	1
تسمية	1
تشبث	1
تشجع	1
تشديد	1
تشرف	1
تشريعي	1
تشغيل	1
تصور	1
تصوير	1
تضرر	1
تظاهر	1
تعاطف	1
تعجب	1
تعرف	1
تعريف	1
تعسفي	1
تعليمي	1
تعمد	1
تعين	1
تغير	1
تفصيل	1
تفهم	1
تقبل	1
تقدير	1
تقديم	1
تكرار	1
تكروني	1
تلبية	1
تلقاء	1
تمثيل	1
تموز	1
تناسب	1
تناول	1
تنتخب	1
تنمر	1
تهجم	1
توافق	1
توثيق	1
توفر	1
توقع	1
ثانوي	1
ثاني	1
ثني	1
ثوب	1
ثورة	1
جاد	1
جارح	1
جانب	1
جاه	1
جبهة	1
جبيبلي	1
جرم	1
جزء	1
جزيرة	1
جسد	1
جمر	1
جمع	1
جمعية	1
جميع	1
جورج	1
جولة	1
جوي	1
جيد	1
جين	1
حاجز	1
حادث	1
حارب	1
حاسب	1
حافلة	1
حبس	1
حبيبة	1
حد	1
حدق	1
حذاء	1
حرك	1
حري	1
حرية	1
حسنة	1
حقق	1
حكومة	1
حكومي	1
حل	1
حمام	1
حمد	1
حمل	1
حملة	1
حنين	1
حي	1
حيث	1
حيز	1
خادم	1
خاط	1
خال	1
خانة	1
خدم	1
خدمة	1
خسر	1
خص	1
خط	1
خطأ	1
خطير	1
خفف	1
خفي	1
خلف	1
خمس	1
خياط	1
دائرة	1
داخلي	1
دافع	1
دال	1
دعم	1
دعوى	1
دعيت	1
دقيقة	1
دل	1
دمر	1
دور	1
دوسه	1
دونيه	1
ديسمبر	1
ذكر	1
ذكي	1
ذنب	1
ذهاب	1
رؤية	1
رائد	1
رائع	1
راب	1
راحة	1
راهن	1
راود	1
رب	1
ربع	1
ربيع	1
رجا	1
رجالي	1
رحب	1
رد	1
رسام	1
رغبة	1
رقص	1
ركبة	1
ركع	1
رمزي	1
رهيب	1
زخم	1
زرقاوين	1
زيادة	1
زين	1
سابق	1
ساحل	1
سار	1
ساعة	1
سافر	1
سام	1
سبيل	1
ستارة	1
سحر	1
سرق	1
سريع	1
سعى	1
سقط	1
سلام	1
سلطة	1
سلف	1
سلوك	1
سلى	1
سمح	1
سن	1
سند	1
سوء	1
سوداني	1
سوي	1
سيء	1
سياحي	1
سياسي	1
شابة	1
شارع	1
شتم	1
شتى	1
شتيمة	1
شجار	1
شجاعة	1
شديد	1
شرطة	1
شرك	1
شعبية	1
شقيقة	1
شكوى	1
شمل	1
شهادة	1
شهرة	1
صابون	1
صاح	1
صانع	1
صباح	1
صح	1
صحيح	1
صدق	1
صدمة	1
صراحة	1
صعيد	1
صف	1
صلح	1
صنع	1
صوت	1
صور	1
صومالي	1
صيف	1
ضاحية	1
ضرب	1
ضروري	1
ضعة	1
ضغوط	1
ضم	1
ضيع	1
طالع	1
طبع	1
طبيعي	1
طفولة	1
طلى	1
طيران	1
عاقبة	1
عال	1
عالمي	1
عامل	1
عايش	1
عبوت	1
عبيد	1
عدالة	1
عدد	1
عرض	1
عرق	1
عرقل	1
عرقي	1
عزم	1
عزيز	1
عشاء	1
عشريني	1
عقاب	1
عقد	1
عقلية	1
عكس	1
عميق	1
عيد	1
عين	1
غرفة	1
غضب	1
غلاف	1
غمق	1
فاتح	1
فاز	1
فتاة	1
فرح	1
فرض	1
فصل	1
فضول	1
فعلي	1
فكاهة	1
فكر	1
فلويد	1
فوق	1
فيلم	1
قائل	1
قبالة	1
قدر	1
قدرة	1
قر	1
قرد	1
قرن	1
قريب	1
قصة	1
قصص	1
قضائي	1
قضى	1
قطاع	1
قطعة	1
قفز	1
قلق	1
قوة	1
قوي	1
كامل	1
كانون	1
كبري	1
كبيرة	1
كتب	1
كريستال	1
كريم	1
كشف	1
كلف	1
كمن	1
كيفما	1
لاحق	1
لازم	1
لاول	1
لسن	1
لعبة	1
لغي	1
لقاء	1
لندن	1
له	1
لواتي	1
مؤلم	1
مار	1
ماضي	1
مانع	1
مباشرة	1
مبطن	1
متأكد	1
متحد	1
متداول	1
متعدد	1
متعلق	1
متى	1
مثابة	1
مجرد	1
محاربة	1
محتمل	1
محدود	1
محرج	1
محرر	1
محرقة	1
محروم	1
محطة	1
محل	1
مدني	1
مذيع	1
مرء	1
مرارة	1
مرفهه	1
مرفوقه	1
مرموق	1
مرور	1
مزيايه	1
مزيد	1
مسؤولية	1
مستشفى	1
مستقبل	1
مستوى	1
مسجل	1
مسمى	1
مسيء	1
مشاركة	1
مشى	1
مصادقة	1
مضى	1
معتقد	1
معركة	1
معنى	1
معي	1
معين	1
مقبر	1
مقتل	1
مقرون	1
مكنك	1
ملاحقة	1
مليون	1
ممثل	1
ممرض	1
ممنوع	1
مندمج	1
منطقة	1
منع	1
منفرد	1
منفصل	1
منقسم	1
منهك	1
مهاجمة	1
مهم	1
مهني	1
مواجهة	1
مواصلة	1
موافقة	1
موج	1
موسيقى	1
ميت	1
ميزة	1
ناريمان	1
ناصر	1
ناصع	1
ناضل	1
نال	1
نحن	1
نداء	1
نزه	1
نسرين	1
نسل	1
نسمة	1
نسوة	1
نسي	1
نضال	1
نطاق	1
نظام	1
نظرة	1
نظري	1
نعت	1
نغير	1
نفا	1
نفذ	1
نقاش	1
نقص	1
نهج	1
نهوض	1
ها	1
هاجم	1
هجوم	1
هزلي	1
هكذا	1
هم	1
هما	1
هوى	1
واصفنتك	1
واصل	1
والد	1
وثلاثا	1
وجهة	1
وحيد	1
ودع	1
ورى	1
وسع	1
وشك	1
وضع	1
وغد	1
وفر	1
وقت	1
وقف	1
ولدت	1
يئس	1
يتم	1
يد	1
يدفن	1
يمكن	1
يمني	1
يوليو	1
