TOKEN	FREQ
السبيل	1
السخرية	1
السلبية	1
السمات	1
السواد	1
السياقات	1
السيرافي	1
الشائعة	1
الشر	1
الشعر	1
الشمسي	1
الصحراء	1
الصقالبة	1
الصين	1
الضخامة	1
الضدين	1
الضمير	1
الطبيب	1
الطريقة	1
الطوسي	1
العاقبة	1
العام	1
العراة	1
العرف	1
العرق	1
العريضة	1
العشرين	1
العصر	1
العقل	1
العقول	1
العنصري	1
الغرب	1
الفاتحون	1
الفرنجة	1
الفلسفية	1
الفهم	1
القاعدة	1
القامة	1
القانون	1
القرآن	1
القزويني	1
القناعات	1
القيمية	1
الكبير	1
الكتاب	1
الكتابة	1
الكلامي	1
الكوني	1
الكونية	1
اللاإنسانية	1
الله	1
المبدأ	1
المتكررة	1
المتكرره	1
المتنوعه	1
المتواترة	1
المتوحشه	1
المثال	1
المجال	1
المحاضرة	1
المحموم	1
المختلفة	1
المختله	1
المخلوق	1
المرأة	1
المرجعيات	1
المرزبان	1
المرور	1
المزعومة	1
المستحيل	1
المستهلكين	1
المطبخي	1
المطلق	1
المعرفة	1
المعمورة	1
المعنى	1
المقاصد	1
المقفع	1
الملوثة	1
المميزة	1
الموجودة	1
الموقف	1
الميلادي	1
النادر	1
النار	1
النتيجة	1
النجاح	1
النديم	1
النص	1
النضج	1
النظام	1
النظرة	1
النفس	1
النموذج	1
النواميس	1
النيء	1
الهائل	1
الهيئة	1
الوحيدة	1
الوحيدين	1
انتباهك	1
انما	1
انها	1
بأشد	1
بأقصاء	1
بأن	1
باستقامة	1
باستمرار	1
بالإسرائيليات	1
بالاستفراق	1
بالافتقار	1
بالتصور	1
بالتعرف	1
بالجنون	1
بالحاميين	1
بالحيوانية	1
بالسواد	1
بالشرق	1
بالطبع	1
بالطرب	1
بالعبودية	1
بالغ	1
بالكتاب	1
بالنسبة	1
بالوحش	1
بتأنيب	1
بتمكين	1
بتواتر	1
بحجم	1
بحرينية	1
بحسب	1
بحكم	1
بخطاب	1
بخمسة	1
بذرية	1
بريئة	1
بشأنهم	1
بصور	1
بطريقة	1
بطوائف	1
بطوطه	1
بعدم	1
بعدها	1
بعضها	1
بعنوان	1
بعيد	1
بفضل	1
بقواعد	1
بكل	1
بلاد	1
بلغته	1
بمثل	1
بمن	1
بني	1
بنيامين	1
به	1
بهائم	1
بهذا	1
بهم	1
بوصفه	1
بيدي	1
بينهم	1
تأثيره	1
تأكيدا	1
تؤثر	1
تاريخي	1
تاريخية	1
تتحدث	1
تتحكم	1
تتسبب	1
تتسم	1
تتميز	1
تتوزع	1
تتوهمين	1
تجاهه	1
تجدي	1
تحتاج	1
ترجع	1
ترفضيه	1
تزال	1
تستحضر	1
تسربت	1
تشعر	1
تشكل	1
تصوير	1
تطالب	1
تطور	1
تعاملت	1
تعبر	1
تعتاش	1
تعجز	1
تعرف	1
تعلم	1
تفسير	1
تفصل	1
تفوقها	1
تقبل	1
تقبلا	1
تقبلي	1
تقدم	1
تقدير	1
تقديم	1
تقليد	1
تكن	1
تكونت	1
تكوني	1
تكوين	1
تماما	1
تمتد	1
تمتلك	1
تمثيل	1
تمسه	1
تناسلت	1
تناول	1
تناولت	1
تنتشر	1
تنمط	1
تنميط	1
تواترا	1
توراتيه	1
توزيع	1
ثابت	1
ثقافاتهم	1
ثقافة	1
ثقافيا	1
ثلاث	1
ثم	1
جاءت	1
جامدة	1
جاهل	1
جبير	1
جدا	1
جهلنا	1
جورج	1
جوهر	1
حالة	1
حام	1
حدث	1
حدود	1
حساب	1
حصل	1
حضارة	1
حق	1
حقك	1
حكاية	1
حوقل	1
حولهم	1
حي	1
حيان	1
حيوانات	1
خارج	1
خالف	1
خزانا	1
خط	1
خطابا	1
خطوط	1
خلاصة	1
خلدون	1
خلف	1
خلقا	1
دعوة	1
ذات	1
ذاته	1
ذكر	1
رأى	1
رابطة	1
راسخ	1
رجل	1
رسالة	1
رسته	1
رسم	1
رسول	1
زمن	1
زيد	1
ساذكركم	1
سبعة	1
سبيل	1
ستجد	1
سجاياها	1
سخيفة	1
سلبي	1
سماعها	1
سمحت	1
سمي	1
سواد	1
سوى	1
سياقات	1
سيقتبس	1
شأن	1
شاسعة	1
شتراوس	1
شخصي	1
شخصيا	1
شديد	1
شكلها	1
شيء	1
شيئا	1
صاغ	1
صافية	1
صدر	1
صلة	1
صور	1
ضبط	1
ضحاياه	1
ضحية	1
ضخما	1
ضد	1
ضرب	1
ضروب	1
طبعته	1
طبيعتها	1
طبيعيا	1
طرفي	1
ظاهرة	1
عاتي	1
عاجزة	1
عالم	1
عجائب	1
عدم	1
عربي	1
عرفها	1
عشر	1
عقلي	1
علاقته	1
عليهم	1
عمل	1
عندما	1
عنصري	1
عنصريته	1
عنصريتها	1
عنه	1
عواطف	1
غرائزهم	1
غيرك	1
فأفريقيا	1
فأنت	1
فاصل	1
فاصلة	1
فالإقليم	1
فالمرء	1
فبالاستعانة	1
فجاه	1
فجلال	1
فساد	1
فضل	1
فعله	1
فقد	1
فلم	1
فهذا	1
فهم	1
فهما	1
فهمه	1
فهي	1
فوكو	1
فيما	1
قاصرة	1
قالت	1
قبح	1
قبل	1
قبلك	1
قبلنا	1
قدمين	1
قديمة	1
قربها	1
قرون	1
قسم	1
قصص	1
قناعة	1
قواعده	1
قيمته	1
كأفضل	1
كإنسان	1
كاظم	1
كافية	1
كالأمانة	1
كامل	1
كتابه	1
كثير	1
كثيرة	1
كحد	1
كذلك	1
كذوات	1
كرقيق	1
كطعام	1
ككائن	1
كلها	1
كمرجعية	1
كموضوعات	1
كوني	1
كونية	1
لآن	1
لآنهم	1
لأحد	1
لانه	1
لبس	1
لتقول	1
لجريان	1
لحجم	1
لذلك	1
لصالح	1
لغته	1
لكاتب	1
لكثير	1
لكل	1
لكنة	1
لكنهم	1
لكونها	1
للإنسان	1
للتعلم	1
للثقافة	1
للدرس	1
للرفض	1
للزواج	1
للسود	1
للمحاضرين	1
للمرجعية	1
للمعرفة	1
لملامسته	1
لنقارن	1
لهذه	1
لهم	1
لو	1
لي	1
ليرصد	1
ليست	1
ليفي	1
مؤسسة	1
مؤلف	1
مادي	1
متباينة	1
متخيل	1
متساوية	1
متشيئه	1
متعفنا	1
متعلم	1
متماسكا	1
متواطئه	1
متوحشة	1
مجازية	1
مجالات	1
مجموع	1
محاضرة	1
محاولة	1
محترقا	1
محترقه	1
محض	1
محمد	1
مختلفة	1
مخلوقات	1
مدونات	1
مرجعيات	1
مرجعية	1
مساءلة	1
مساحة	1
مساواة	1
مسكون	1
مسلم	1
مشينا	1
مطبوخة	1
مطلع	1
معتدل	1
معتدلة	1
معرفية	1
معروفة	1
معظم	1
معينة	1
مفاخرة	1
مفاهيم	1
مفروض	1
مكتوب	1
ملاحظة	1
ملتهبة	1
مما	1
ممن	1
مميزا	1
منتن	1
منحرف	1
منحرفة	1
منها	1
موضوع	1
موضوعا	1
موضوعات	1
موقفا	1
ميشيل	1
نار	1
ناضجا	1
نتجرد	1
نتيجة	1
نحتاج	1
نحو	1
نخبة	1
نراهم	1
نسميه	1
نصا	1
نصير	1
نظر	1
نظرة	1
نظرتهم	1
نظير	1
نفس	1
نفسه	1
نفسيا	1
نقية	1
نقيض	1
نموذجي	1
نيء	1
نيئا	1
نيئة	1
هائل	1
هائمة	1
هكذا	1
هم	1
همجيته	1
وآية	1
وأبدت	1
وأذهانهم	1
وأصبحت	1
وأصبحنا	1
وأطلاق	1
وأعراض	1
وأفكارهم	1
وأقاليمها	1
وأما	1
وأنت	1
وإذا	1
وإشاعة	1
واستفاضة	1
واسمه	1
واطراد	1
واطرادا	1
والأوروبيين	1
والإقليم	1
والابشيهي	1
والاستفراق	1
والاطراد	1
والانتشار	1
والاهتمام	1
والبحر	1
والبربرية	1
والبلغار	1
والبيهقي	1
والتحضر	1
والتخلف	1
والتخيل	1
والتدريب	1
والتدمير	1
والتر	1
والتقيد	1
والتهكم	1
والثالث	1
والثقافات	1
والثقافة	1
والجاحظ	1
والجغرافي	1
والحديث	1
والحيوان	1
والخامس	1
والخيانة	1
والدليل	1
والذي	1
والذين	1
والرابطة	1
والروم	1
والزجاج	1
والسؤال	1
والسابع	1
والسادس	1
والسخرية	1
والسلطة	1
والسواد	1
والشاعر	1
والشر	1
والشمس	1
والشهوانية	1
والصقالبه	1
والصور	1
والطبري	1
والظلم	1
والغدر	1
والفرس	1
والفسوق	1
والفقيه	1
والقبول	1
والقسوة	1
والقصاص	1
والقلقشندي	1
والكولونيالي	1
واللامعرفه	1
واللباس	1
واللغة	1
واللغوي	1
والمؤرخ	1
والمحدث	1
والمرجعية	1
والمستعمرون	1
والمستمعين	1
والمسعودي	1
والمقدسي	1
والملاح	1
والمنجم	1
والمواجهة	1
والمواقف	1
والنويري	1
والهند	1
والوعي	1
والوفاء	1
وانحراف	1
وانعدام	1
وبالغ	1
وبالنظر	1
وبفضل	1
وبقية	1
وتبرير	1
وتحيزات	1
وترفض	1
وتشوه	1
وتظهر	1
وتغير	1
وتقدم	1
وتلك	1
وتمثله	1
وتمثيلات	1
وتنظر	1
وتوزع	1
وتوزيعه	1
وثقافاتهم	1
وجاء	1
وجدت	1
وجود	1
وحين	1
وخرج	1
وخروجه	1
وخلقا	1
وخلقهم	1
ودامت	1
وذا	1
ورغبة	1
ورهبة	1
وزكريا	1
وسأحاول	1
وسخف	1
وسليمان	1
وشعورهم	1
وصف	1
وصفه	1
وصيانته	1
وضوابطه	1
وعجز	1
وعقول	1
وعنف	1
وغريزة	1
وغيرها	1
وفضلهم	1
وقبل	1
وقد	1
وقسم	1
وقصور	1
وكآن	1
وكأنه	1
وكانت	1
وكون	1
ولأفارقة	1
ولئن	1
ولتقدم	1
ولصالح	1
ولكنى	1
وما	1
وماجوج	1
ومتباينة	1
ومتماسك	1
ومجال	1
ومجموع	1
ومحترقه	1
ومدى	1
ومساواتها	1
ومع	1
ومكتسب	1
ومهينة	1
وموقف	1
وناضج	1
وناضجة	1
ونزعة	1
ونظرته	1
ونظرية	1
ونهي	1
وهمج	1
وهي	1
ووصف	1
ويترفع	1
ويرفض	1
وينتهي	1
وينسحب	1
يأتي	1
يؤكد	1
ياجوج	1
يبدأ	1
يبعث	1
يتاسس	1
يتحدث	1
يتضح	1
يتعمد	1
يتفقون	1
يتم	1
يختلفون	1
يخل	1
يرى	1
يريد	1
يستحق	1
يشعر	1
يعترض	1
يعرض	1
يعني	1
يعنيني	1
يفتقر	1
يفتقرون	1
يفضل	1
يقاوم	1
يقبل	1
يقف	1
يكاد	1
يكثر	1
يكون	1
يلق	1
يليق	1
يمشى	1
يمكننا	1
يميز	1
ينتقد	1
ينتقل	1
ينطوي	1
