TOKEN	FREQ
الجامع	1
الجدل	1
الجسدي	1
الجمال	1
الجناة	1
الجنوب	1
الجهل	1
الجوانب	1
الجوهرية	1
الجيني	1
الحاصل	1
الحالي	1
الحديثة	1
الحرب	1
الحرمان	1
الحقيقة	1
الحقيقية	1
الحل	1
الحلاقة	1
الحمامات	1
الحياة	1
الخدمة	1
الخضوع	1
الخطاب	1
الداكنة	1
الدراما	1
الدرامية	1
الدور	1
الدينية	1
الراسخ	1
الرسمي	1
الرسمية	1
الزنوج	1
السائدة	1
السابق	1
الساعية	1
السحنة	1
السعيدة	1
السكانيه	1
السلطة	1
السلوك	1
السماح	1
السنين	1
السوداوات	1
السويد	1
السيء	1
السيئة	1
السياسية	1
السينما	1
الشأن	1
الشائعة	1
الشرق	1
الشريحة	1
الشعبي	1
الشعبية	1
الشمس	1
الشوارع	1
الصحي	1
الصعب	1
الضرب	1
الضعف	1
الضعيفة	1
الطابع	1
الطبقة	1
الطبقية	1
الطرفين	1
الطريق	1
الظواهر	1
العائلات	1
العادية	1
العالم	1
العامل	1
العقود	1
العمد	1
العمل	1
العنف	1
العوائق	1
الغوص	1
الفردي	1
الفردية	1
الفصل	1
الفعلية	1
الفقراء	1
الفكرية	1
الفنانات	1
القاسية	1
القانون	1
القبائل	1
القبض	1
القبلي	1
القدر	1
القرى	1
القصير	1
القضاة	1
القضية	1
القول	1
الكاتب	1
الكافي	1
الكبير	1
اللحظة	1
اللغة	1
اللغوية	1
اللفظي	1
الماضية	1
المبادرات	1
المتخيل	1
المتدني	1
المتراكم	1
المترسخه	1
المتساوية	1
المتعمد	1
المتمثل	1
المتمرد	1
المجرم	1
المجنى	1
المحاولات	1
المحاوي	1
المحفلي	1
المحيطة	1
المدفوعة	1
المدن	1
المدني	1
المدى	1
المراتب	1
المستقبل	1
المستوى	1
المستويات	1
المسلسل	1
المسلسلات	1
المطاعم	1
المعرفية	1
المعقده	1
المقاومة	1
المقبول	1
المكان	1
الممارسات	1
الممنهجه	1
المنبوذون	1
المهمشون	1
المهن	1
المواجهة	1
المواطنة	1
الموجه	1
الموضوعات	1
الناضجة	1
النخب	1
النشاط	1
النظر	1
النظرة	1
النموذج	1
النوع	1
الواسع	1
الواقع	1
الوجه	1
الوصول	1
الوقت	1
الوهمية	1
اليمنين	1
اليمنيين	1
امتداد	1
امتلاكهم	1
اندماج	1
انطلاقا	1
انقساما	1
باحث	1
بارتكاب	1
بالأفراد	1
بالإضافة	1
بالاخدام	1
بالتشكيك	1
بالتعبيرات	1
بالزراعة	1
بالزواج	1
بالفعل	1
بالمرأة	1
بالمهمشين	1
بان	1
بتركيبته	1
بتلقيهم	1
بتمردهم	1
بتنظيف	1
بجعلهم	1
بحسب	1
بحصر	1
بحيث	1
بدا	1
بدلا	1
برغبة	1
بروز	1
بسبب	1
بسيطة	1
بصبغ	1
بصورة	1
بعدها	1
بعضها	1
بغض	1
بقاء	1
بقايا	1
بقدر	1
بقوة	1
بقية	1
بكشف	1
بلون	1
بمختلف	1
بمقاطعة	1
بها	1
بهذا	1
بهذه	1
بهما	1
بوصف	1
بوصفها	1
بوضوح	1
تأكيد	1
تابع	1
تاريخ	1
تاريخية	1
تبعا	1
تبقى	1
تبين	1
تتجسد	1
تتضمنها	1
تتم	1
تجتهد	1
تجذير	1
تجلياته	1
تجمعات	1
تحت	1
تحتوى	1
تحريك	1
تحويل	1
تختلف	1
تراجعا	1
ترجع	1
ترك	1
تركيبته	1
تزويجهم	1
تستثني	1
تستكشف	1
تستند	1
تشير	1
تصر	1
تصويرهم	1
تطالب	1
تظهره	1
تعاقب	1
تعاقبت	1
تعرضا	1
تعريف	1
تعزيز	1
تفتقر	1
تقريبا	1
تقع	1
تلعبه	1
تلفزيون	1
تمردهم	1
تملك	1
تمييزيا	1
تمييزيه	1
تنبني	1
تنظيف	1
تنعكس	1
تنفي	1
تنفيذ	1
تهميشهم	1
توصيف	1
توطيد	1
ثقافي	1
ثلاث	1
ثورة	1
جادة	1
جامعة	1
جانب	1
جديدا	1
جريمتين	1
جزءا	1
جسد	1
جغرافية	1
جلودهم	1
جمهورها	1
جنوب	1
جوهريا	1
حادا	1
حال	1
حاول	1
حدة	1
حدود	1
حراس	1
حساسة	1
حسب	1
حضرموت	1
حضورا	1
حقا	1
حقوق	1
حقيقي	1
حقيقيا	1
حقيقية	1
حكم	1
حلول	1
حمايتهم	1
حملات	1
حواف	1
حوله	1
حولهم	1
حينما	1
خادم	1
خارج	1
خاص	1
خاطئة	1
خدمات	1
خدمة	1
خططا	1
خلف	1
خلفية	1
خللا	1
دراسات	1
دقيق	1
دلالات	1
دوران	1
دون	1
ديناميات	1
ذاته	1
ذوي	1
رؤية	1
رائدة	1
راسخة	1
رافض	1
رد	1
رسائل	1
رسمي	1
رقعة	1
زالت	1
زمنية	1
زول	1
سؤالا	1
ساخرة	1
سكانية	1
سلوكهم	1
سواء	1
سود	1
سوداء	1
سيئة	1
سياسات	1
سياسي	1
سياسيات	1
سياقات	1
شاشة	1
شاملة	1
شباب	1
شخصيات	1
شخصيتيهما	1
شهدنا	1
صاحب	1
صحيح	1
صريحة	1
صعبا	1
صفيح	1
صناعة	1
صنعها	1
صور	1
صورا	1
صومالي	1
ضحايا	1
ضغط	1
ضمنها	1
طالما	1
طبقي	1
طرق	1
طريق	1
ظاهرة	1
ظهرت	1
عام	1
عددهم	1
عرضته	1
عرقي	1
عرقية	1
عزلهم	1
عكست	1
علي	1
عمد	1
عمق	1
عمل	1
عملت	1
عمليات	1
عملية	1
عميق	1
عنصريتين	1
عنه	1
عين	1
عيوبها	1
غيرهم	1
فإلى	1
فئاته	1
فاصل	1
فاعلة	1
فانما	1
فانهم	1
فترة	1
فتستمر	1
فتغييب	1
فضلا	1
فعلى	1
فقد	1
فكل	1
فلولا	1
فلون	1
فليس	1
فمن	1
فهو	1
فهي	1
فوجود	1
قائمة	1
قاتلة	1
قاموا	1
قبلية	1
قرصان	1
قضايا	1
قضية	1
قناة	1
قويا	1
قوية	1
قيام	1
كابتشينو	1
كالصبيان	1
كالعنصرية	1
كالقول	1
كان	1
كانوا	1
كثير	1
كرست	1
كشخصيات	1
كشف	1
كشفت	1
كمزودي	1
لآن	1
لأحدث	1
لأعداد	1
لأنماط	1
لاحظنا	1
لاعتبار	1
لتحقيق	1
لتمييز	1
لحياتهم	1
لرجل	1
لسببين	1
لشخصيات	1
لعنصرية	1
لفظية	1
لكشف	1
لكن	1
لكي	1
للتعامل	1
للتندر	1
للتنمر	1
للتهميش	1
للجريمة	1
للدولة	1
للظلم	1
للغجر	1
للمرأة	1
للميسورين	1
للناس	1
للنساء	1
للوعي	1
لما	1
لمثل	1
لمركز	1
لمماثلتهم	1
لممارسة	1
لمواجهة	1
لهذه	1
لوضعهم	1
لولا	1
لوند	1
ليؤدوا	1
ليحصل	1
ليس	1
مأساوية	1
مؤسسي	1
مئات	1
مبدأ	1
متجانس	1
متعمد	1
مثلت	1
مجرمين	1
محدد	1
محمد	1
مخاطر	1
مخاطرها	1
مدركة	1
مدلول	1
مدن	1
مدى	1
مرتكبيه	1
مساحة	1
مستحيلا	1
مشاهد	1
مشرعا	1
مشكلة	1
مصطلح	1
مصلحة	1
معادية	1
مفاهيم	1
مقاومة	1
مقاومتها	1
مقدمة	1
مقززين	1
مكان	1
مكتوبة	1
ملاحظة	1
ملاحقة	1
مما	1
ممنهج	1
ممنهجه	1
مناهض	1
منزوية	1
منظور	1
منها	1
منهم	1
مهما	1
مهن	1
مهينة	1
مواجهتها	1
موتاهم	1
موجهة	1
موجودة	1
موزعين	1
ناشطات	1
ناشطون	1
ناصر	1
ناقصي	1
نتائج	1
نتيجة	1
نرى	1
نسبا	1
نسمة	1
نفسه	1
نقاء	1
نوع	1
هامش	1
هرم	1
هم	1
هويتهم	1
هي	1
هيئة	1
وآخرين	1
وآنها	1
وأدنى	1
وأماكن	1
وأنة	1
وأنشطة	1
وإذا	1
وإستراتيجيات	1
وإيصال	1
واجتماعي	1
واجتماعيا	1
واجتماعية	1
واحتقارهم	1
واحد	1
واستخدام	1
واستمراره	1
والآمر	1
والأراضي	1
والأعلام	1
والأغنياء	1
والأكثر	1
والأوساخ	1
والأيديولوجيا	1
والإمكانات	1
والإهانة	1
والاستشهاد	1
والاشمئزاز	1
والاغتصاب	1
والاقتصادية	1
والانساق	1
والبرامج	1
والتجمعات	1
والتحقير	1
والتستر	1
والتمرد	1
والتمييز	1
والثاني	1
والثانية	1
والجزارة	1
والجماعية	1
والحرثان	1
والخلفيات	1
والدونيه	1
والدينية	1
والزمان	1
والسخرية	1
والسلوك	1
والصرف	1
والعبيد	1
والعزل	1
والعقارات	1
والعمل	1
والفاعلين	1
والفكرية	1
والفن	1
والفنيه	1
والقتل	1
واللون	1
والمجتمع	1
والمحاولات	1
والمخاطر	1
والمدن	1
والمساكين	1
والمشائخ	1
والمعاناة	1
والمعايير	1
والمعتقد	1
والناشطون	1
والنصوص	1
وامرأة	1
وانيطت	1
وبتواطؤ	1
وبقية	1
وتؤكد	1
وتتجلي	1
وتجمعات	1
وتحرمهم	1
وتحقيق	1
وتختلف	1
وتراجع	1
وتراخي	1
وتسعى	1
وتعنيفهم	1
وتغييبهم	1
وتليها	1
وتمارس	1
وتمتلئ	1
وتنظيف	1
وتنميط	1
وتهميش	1
وتوضيح	1
وجه	1
وجهه	1
وجهيهما	1
وجودهن	1
وجوههم	1
وحتى	1
وحركوا	1
وحصرهن	1
وذات	1
ورؤى	1
ورائها	1
وربط	1
ورفضها	1
ورفضهم	1
وريا	1
وزيادة	1
وسب	1
وسبل	1
وسيطرة	1
وسيلة	1
وضع	1
وضيعة	1
وطنية	1
وظائفهم	1
وعدم	1
وعرق	1
وعزلهم	1
وعلى	1
وعوائقها	1
وعيا	1
وغيرهم	1
وفقا	1
وقيم	1
وكذا	1
وكذلك	1
وكشف	1
وكما	1
ولادتها	1
ولكنة	1
ولم	1
وما	1
ومثيلاتها	1
ومسبباتها	1
ومظاهرها	1
ومع	1
ومعايير	1
ومقترحات	1
ومقرفين	1
وممارسات	1
ومنازل	1
ومواجهة	1
ومواجهتها	1
وناشطي	1
وهذه	1
وهل	1
ووضحوا	1
ويتضح	1
ويتم	1
ويحافظ	1
ويحاول	1
ويرتبطون	1
ويسميهم	1
ويصطلح	1
ويطلق	1
ويعمل	1
ويعملون	1
ويمارس	1
ويمتازون	1
ويميزهم	1
ويميلون	1
يأكلون	1
يؤدون	1
يؤكد	1
يبين	1
يتجاوز	1
يتحول	1
يتسبب	1
يتشكل	1
يتعرض	1
يتعلق	1
يتميز	1
يتميزون	1
يثير	1
يجادل	1
يجعل	1
يجعلها	1
يحتقرهم	1
يحدد	1
يحمل	1
يحملون	1
يحمى	1
يدخل	1
يدركون	1
يدل	1
يرتكز	1
يركز	1
يزيل	1
يسعون	1
يسعى	1
يسهل	1
يسيطرون	1
يشكل	1
يصل	1
يضر	1
يضع	1
يعاقب	1
يعرف	1
يفتح	1
يفترض	1
يفتقرون	1
يقع	1
يقفون	1
يقوم	1
يقوموا	1
يقومون	1
يكن	1
يمارس	1
يمن	1
ينال	1
ينحدرون	1
ينطوي	1
يواجهها	1
