TOKEN	FREQ
ومعالجتها	1
ومعاناة	1
ومن	1
ومنع	1
ونعالجها	1
ووضع	1
يتجسد	1
يتحدث	1
يتعين	1
يتم	1
يتمتعون	1
يخرج	1
يدخل	1
يدعو	1
يرى	1
يشعر	1
يقع	1
يمكن	1
يمكننا	1
ينحصر	1
يوجد	1
